age,race,sex,native-country,workclass,education,education-num,occupation,hours-per-week,fnlwgt,capital-gain,capital-loss,marital-status,relationship
19,4,1,39,4,2,14,4,45,8087,86,0,4,1
38,4,1,39,4,9,4,12,34,906,0,0,2,0
13,4,1,39,2,12,5,10,39,11021,0,38,2,0
14,4,0,39,4,10,7,10,20,47,0,0,4,1
33,4,0,39,5,11,15,4,34,6066,0,0,0,4
1,4,1,39,4,2,14,3,1,2399,0,0,4,3
24,4,1,39,4,15,1,3,34,1381,0,0,2,0
19,2,0,39,4,11,15,1,34,7820,0,0,4,1
24,4,0,39,4,15,1,8,29,6606,0,0,0,1
17,4,1,39,4,1,13,7,34,6779,0,0,2,0
21,4,1,39,4,12,5,4,42,11974,0,0,2,0
6,4,0,39,4,11,15,9,34,16701,0,0,0,4
37,4,1,39,4,15,1,4,34,5972,0,0,4,1
10,4,1,39,2,9,4,11,39,11309,0,0,2,0
51,2,0,39,0,15,1,0,34,5601,0,0,4,4
12,4,0,39,2,11,15,8,34,14786,51,0,2,5
15,1,1,20,1,9,4,10,34,3744,0,45,2,0
37,4,1,39,2,12,5,1,34,15344,107,0,2,0
23,2,0,39,4,11,15,1,28,18860,0,0,4,4
4,4,0,39,4,15,1,1,12,8616,0,0,4,3
5,4,0,39,0,11,15,0,34,8395,0,0,4,3
22,4,1,39,4,9,4,3,39,13586,0,0,2,0
6,4,1,26,4,4,9,8,34,19199,0,0,2,0
14,4,0,39,4,15,1,12,28,7269,0,0,0,3
2,4,0,39,4,0,12,8,34,15923,0,0,4,1
36,4,1,39,4,8,2,4,34,11805,0,8,2,0
0,4,0,39,4,1,13,12,12,901,0,0,4,3
30,4,0,39,4,11,15,1,12,1970,0,0,2,5
9,4,0,39,4,15,1,1,31,13100,0,0,0,4
3,4,0,26,4,11,15,12,74,18312,0,0,4,3
16,4,1,39,6,11,15,11,23,18820,0,0,2,0
16,4,0,39,4,11,15,4,34,6704,0,0,0,4
17,4,1,39,4,11,15,3,45,5654,0,0,2,0
20,4,0,39,4,11,15,12,56,2155,0,0,0,1
9,2,0,39,4,7,3,4,34,1802,0,0,4,3
4,4,1,39,0,11,15,0,56,3035,0,0,4,2
20,2,1,39,4,15,1,1,66,6306,0,8,2,0
22,4,1,39,2,1,13,8,34,14826,0,0,2,0
7,4,0,39,2,9,4,10,34,7171,0,0,4,1
23,4,0,39,4,15,1,8,34,15929,0,0,5,1
26,4,0,39,4,12,5,10,39,9670,0,0,2,5
57,4,1,39,4,11,15,4,34,9911,0,0,2,0
30,4,1,39,5,9,4,12,56,5937,19,0,2,0
5,4,1,39,4,11,15,14,34,11104,0,0,0,1
13,4,1,39,7,9,4,1,34,2215,0,0,3,1
14,4,1,39,4,15,1,3,34,4588,0,0,2,0
49,4,1,39,6,14,6,10,45,14411,0,0,2,0
36,4,1,39,4,11,15,14,34,1951,0,0,0,1
8,4,0,26,4,11,15,8,17,12733,0,0,2,5
24,4,1,39,4,11,15,3,34,9285,0,0,2,0
10,4,1,6,4,9,4,4,34,4857,0,0,2,0
31,4,0,39,2,12,5,10,47,17726,0,0,4,1
7,4,1,39,4,7,3,3,34,6652,41,0,4,1
19,4,1,39,4,11,15,14,56,8866,107,0,2,0
14,4,1,39,4,11,15,1,34,19601,0,0,2,0
18,4,1,39,6,15,1,5,56,15175,81,0,5,1
1,2,1,39,4,6,11,8,6,1770,0,0,4,3
42,4,0,39,4,11,15,8,34,8130,0,0,5,1
66,4,1,39,4,11,15,11,50,8390,0,0,6,1
28,4,1,39,4,0,12,12,34,1029,0,0,2,0
53,4,1,39,6,15,1,3,17,3956,0,0,2,0
18,4,0,39,4,11,15,8,39,13371,0,0,0,1
9,4,0,39,4,15,1,1,34,6034,0,0,4,1
24,4,1,39,4,2,14,6,34,3675,0,0,2,0
21,4,1,0,4,11,15,8,34,8134,0,6,4,4
22,4,0,39,4,15,1,1,39,1290,33,0,4,3
18,2,0,39,4,9,4,1,34,10817,0,0,2,5
16,4,1,39,4,8,2,7,45,13854,0,0,2,0
4,1,1,39,4,15,1,10,34,776,0,41,4,3
23,4,1,39,4,8,2,10,36,2146,0,0,4,1
20,4,0,39,2,9,4,10,29,15812,0,0,0,1
27,4,1,39,4,9,4,10,34,5809,110,0,2,0
22,4,1,39,4,11,15,3,34,21552,0,0,2,0
34,4,1,39,6,9,4,4,66,15661,0,24,2,0
42,4,1,39,4,15,1,4,34,1289,0,0,2,0
13,4,1,20,6,7,3,12,56,6242,0,0,2,0
18,4,0,39,5,15,1,12,34,20626,0,0,2,5
32,4,0,39,4,11,15,8,28,20737,0,0,0,4
25,4,1,39,2,12,5,10,14,11062,0,0,4,1
43,4,1,0,4,15,1,10,34,10347,0,0,2,0
43,4,1,39,4,12,5,10,45,19150,0,0,4,1
1,4,1,39,4,15,1,3,23,1390,0,0,4,1
33,4,1,39,6,0,12,3,39,17043,0,0,0,1
3,4,1,39,4,11,15,3,28,16474,74,0,2,0
1,4,1,39,0,11,15,0,56,20558,0,0,4,3
31,4,1,39,4,7,3,12,34,8310,0,39,2,0
15,4,1,39,4,15,1,10,34,20156,0,0,0,1
33,2,1,39,4,11,15,14,34,17399,0,0,2,0
12,4,1,39,4,9,4,3,39,11468,67,0,2,0
42,4,0,39,4,15,1,1,28,8225,0,0,6,1
15,4,0,39,4,11,15,5,34,8716,0,0,2,5
22,4,0,39,4,15,1,8,56,18622,0,0,0,4
8,4,1,39,4,9,4,5,45,194,53,0,4,3
20,4,1,39,4,11,15,7,34,5815,0,0,4,3
33,4,1,39,4,11,15,7,45,3468,0,0,2,0
19,4,1,39,4,15,1,7,39,2355,0,0,4,4
3,4,0,39,4,15,1,10,17,3801,0,0,4,4
19,4,1,39,2,15,1,11,52,7914,0,0,2,0
14,4,1,39,1,11,15,13,34,16662,0,0,2,0
2,4,0,39,4,11,15,1,12,17707,0,0,4,3
9,4,0,39,4,0,12,6,34,19104,0,0,2,5
20,4,1,39,4,9,4,4,45,21570,0,42,2,0
6,2,1,39,4,9,4,13,34,17725,0,0,4,3
19,4,1,26,4,4,9,7,34,20684,107,0,2,0
38,4,0,39,4,7,3,1,34,16772,0,0,0,4
17,4,1,39,4,6,11,3,45,13637,0,0,2,0
4,2,0,39,4,15,1,1,12,12250,0,0,4,3
10,1,1,39,4,11,15,8,34,588,0,0,4,3
16,2,0,39,4,9,4,1,23,17339,0,0,2,5
6,4,0,13,2,15,1,1,34,18936,0,0,3,3
29,4,1,39,4,15,1,13,39,1172,0,38,2,0
29,4,0,39,4,11,15,13,23,14591,0,0,0,1
39,4,1,39,4,0,12,6,34,10546,0,0,4,1
11,4,1,39,6,12,5,10,34,11906,0,0,4,3
17,2,1,39,4,11,15,8,23,18343,0,0,2,0
34,4,1,39,4,15,1,6,34,4159,0,0,2,0
4,4,1,39,4,15,1,6,23,11000,0,0,4,3
45,4,0,39,6,15,1,5,45,211,0,0,6,4
31,4,0,39,4,15,1,4,34,3233,0,0,0,4
1,4,1,39,4,11,15,1,12,2848,0,0,4,3
7,2,1,39,5,11,15,8,45,18913,11,0,4,1
5,4,0,39,7,9,4,1,1,14476,0,0,4,3
25,4,1,39,4,15,1,8,34,8673,0,0,2,0
6,4,0,39,4,15,1,12,6,220,0,0,4,3
30,4,1,39,5,12,5,4,45,15945,19,0,2,0
6,4,0,39,4,9,4,1,15,13594,0,0,4,1
29,4,1,39,4,11,15,14,38,10517,19,0,2,0
6,4,1,39,4,15,1,6,17,4848,0,0,4,1
2,4,0,39,4,15,1,12,34,7330,0,0,4,1
38,4,1,39,6,12,5,10,50,7077,0,0,2,0
5,4,1,39,4,15,1,8,23,11328,0,0,4,3
13,4,0,39,4,7,3,8,34,14754,0,0,5,4
6,4,0,39,4,15,1,8,16,259,0,0,0,3
5,4,0,39,4,15,1,13,37,15993,0,0,4,1
33,4,1,39,4,7,3,3,34,8955,0,0,0,1
29,2,0,39,4,11,15,7,34,7567,0,0,5,3
13,4,1,39,4,1,13,3,34,1348,0,0,2,0
43,4,0,39,7,9,4,10,34,16893,0,65,0,1
28,4,1,39,4,15,1,12,34,19116,0,0,2,0
19,4,1,39,4,11,15,7,38,5788,0,0,2,0
21,4,0,2,4,5,10,7,45,19,0,0,2,5
29,4,0,39,2,9,4,10,34,9153,0,6,0,1
43,4,0,39,6,9,4,10,23,5399,0,0,0,1
22,4,1,39,4,11,15,12,50,6538,0,0,4,1
1,2,1,39,4,1,13,1,12,1317,0,0,4,3
2,4,0,39,4,11,15,1,17,5038,0,0,4,3
2,2,1,39,0,11,15,0,12,9325,0,0,4,2
11,2,1,26,4,15,1,6,34,6113,0,0,2,0
15,4,1,39,6,11,15,12,45,5590,0,0,5,1
32,4,1,39,4,11,15,6,75,1898,0,0,4,3
29,4,0,39,4,11,15,8,6,18276,0,0,2,3
24,4,0,39,0,9,4,0,23,13781,0,0,2,5
23,4,0,39,4,8,2,1,45,6625,0,0,0,4
8,4,1,39,4,15,1,3,34,19274,0,0,2,0
23,4,0,39,0,9,4,0,34,6687,0,0,4,3
25,4,1,39,6,8,2,10,45,324,0,0,2,0
3,4,0,39,7,15,1,1,17,2126,0,0,4,3
34,4,1,39,4,11,15,1,34,21152,0,0,2,0
46,4,1,39,4,11,15,3,34,1623,118,0,2,0
34,4,1,39,4,9,4,4,45,8497,12,0,0,1
19,4,1,39,4,11,15,5,34,10069,0,0,0,1
2,4,0,39,4,1,13,8,6,6164,0,0,4,2
17,2,1,39,4,11,15,14,23,19176,0,0,4,4
26,4,1,39,4,12,5,4,39,7651,0,0,2,0
33,4,1,39,4,5,10,3,34,14970,0,0,2,0
5,4,1,39,4,0,12,3,34,3253,0,0,4,4
3,4,1,39,4,6,11,7,34,21341,0,0,2,0
15,4,0,39,4,15,1,1,34,11426,0,0,4,1
26,4,1,39,1,9,4,1,34,9250,107,0,2,0
24,4,1,39,4,11,15,6,34,4278,0,0,2,0
18,4,0,39,4,11,15,1,34,2732,0,0,0,4
27,4,1,39,4,12,5,4,28,2146,0,0,2,0
8,2,1,39,4,11,15,7,20,4020,0,0,4,1
13,4,1,39,4,11,15,1,35,18482,0,0,4,4
18,4,0,39,4,11,15,8,28,15996,0,0,0,1
17,4,0,9,4,11,15,4,12,20420,0,0,4,4
22,2,1,39,4,1,13,8,30,15755,51,0,2,0
29,2,0,0,1,11,15,1,34,11476,0,0,0,4
9,4,0,39,4,9,4,13,34,14301,0,0,4,1
6,4,1,39,4,15,1,4,39,3815,0,0,4,1
26,4,1,26,4,11,15,14,34,12156,0,0,5,4
3,4,0,39,4,15,1,1,6,1799,0,0,4,3
18,4,1,39,4,11,15,5,45,19305,0,24,2,0
23,4,1,39,4,15,1,7,25,12375,0,0,0,3
5,4,0,39,4,15,1,1,34,11011,0,0,4,3
38,4,1,39,4,11,15,14,45,20746,0,0,2,0
26,1,0,37,6,9,4,7,75,4254,0,0,2,5
39,1,1,39,4,11,15,14,39,21088,0,0,2,0
48,4,0,39,2,15,1,4,34,12665,0,0,0,1
18,4,1,39,4,9,4,12,45,8496,0,0,4,1
44,4,1,39,5,11,15,12,50,4389,0,0,0,1
33,4,1,39,4,15,1,10,34,898,0,0,4,1
8,3,1,39,4,11,15,14,34,1068,0,0,2,3
29,4,1,39,2,2,14,8,28,17312,0,0,2,0
5,4,1,39,0,15,1,0,45,15777,0,0,4,3
31,2,0,39,7,15,1,10,16,2510,0,0,4,1
10,4,1,39,4,8,2,12,56,17499,0,0,2,0
22,4,1,39,2,12,5,10,39,14240,0,0,2,0
19,4,1,39,4,9,4,10,34,9897,0,0,2,0
16,4,1,39,4,10,7,12,56,5653,118,0,0,1
6,4,0,39,4,15,1,4,17,5497,0,0,2,5
47,1,1,30,4,11,15,13,56,12775,0,0,2,0
39,4,0,39,4,11,15,1,34,20790,0,0,4,1
10,4,1,39,4,15,1,5,75,17367,0,0,2,0
54,4,1,39,6,0,12,3,74,11804,0,0,2,0
29,4,0,8,4,1,13,8,19,5830,0,0,6,1
32,2,0,39,4,11,15,7,34,10928,0,0,6,4
12,4,1,39,4,11,15,3,34,798,0,0,2,0
37,4,1,39,4,11,15,1,34,6040,0,0,2,0
11,0,1,39,4,11,15,7,39,3922,0,0,2,0
23,4,1,39,4,11,15,3,34,10046,0,0,0,1
26,4,1,39,4,11,15,3,34,1750,0,0,2,0
9,4,1,39,4,11,15,4,34,10875,0,0,4,1
12,4,1,39,1,9,4,10,42,11203,0,0,4,1
14,4,1,39,1,7,3,13,34,691,0,0,2,0
12,4,1,26,4,4,9,8,34,9816,0,0,2,0
8,4,1,39,4,1,13,6,34,12566,0,0,4,1
29,4,1,39,2,9,4,10,39,3895,0,0,2,0
4,2,1,39,4,11,15,14,12,17771,0,0,4,3
16,4,0,39,4,11,15,1,34,1873,0,0,0,1
45,4,1,39,0,11,15,0,16,10969,0,0,2,0
5,4,1,39,4,15,1,14,25,215,0,0,4,1
25,4,1,39,4,11,15,1,34,9980,0,0,5,1
12,1,1,35,6,15,1,3,34,16130,0,0,2,0
15,4,1,39,4,11,15,3,34,17838,74,0,2,0
36,2,0,39,4,7,3,1,34,17720,0,0,4,4
5,0,0,39,4,11,15,1,34,10382,0,0,4,1
34,4,1,39,2,10,7,10,34,3609,0,38,2,0
28,4,0,39,4,15,1,12,34,5456,0,0,0,4
22,4,0,39,4,11,15,1,34,2155,0,0,2,5
3,4,1,39,4,0,12,6,45,17580,0,0,4,4
11,2,1,39,2,11,15,8,23,20860,0,0,4,3
44,4,0,39,4,11,15,1,34,9120,0,0,4,1
18,4,1,39,4,9,4,12,47,4944,0,0,2,0
2,4,0,39,0,15,1,0,34,18776,0,0,4,3
47,4,1,39,0,9,4,0,45,9429,0,0,2,0
21,4,1,39,5,14,6,10,39,4587,0,0,2,0
11,4,1,39,6,11,15,12,45,7882,0,0,2,0
17,4,1,39,5,9,4,4,45,11751,0,0,0,1
27,4,1,39,4,12,5,4,34,1279,0,0,2,0
17,4,1,39,0,11,15,0,17,2729,0,0,2,0
19,4,1,39,6,15,1,12,12,12018,118,0,2,0
18,4,0,39,4,9,4,4,36,13438,0,0,5,4
12,4,0,39,4,11,15,1,12,8775,0,0,2,5
19,4,0,39,4,9,4,1,34,20348,0,0,0,4
20,4,1,39,4,11,15,8,34,18328,0,0,4,3
19,4,1,39,4,11,15,14,34,1019,0,0,2,0
3,4,0,39,4,1,13,12,45,3232,0,0,2,2
37,4,0,22,4,15,1,4,34,5548,0,0,0,1
14,4,1,39,4,15,1,4,34,13041,0,0,2,0
12,4,1,39,4,15,1,4,39,6413,0,0,4,1
24,4,0,39,2,12,5,10,29,1058,108,0,0,4
7,4,1,39,4,1,13,6,34,15897,0,0,4,1
13,4,1,39,4,11,15,3,34,20574,0,0,2,0
33,4,1,39,6,7,3,11,12,5639,0,0,2,0
7,4,1,39,4,2,14,12,34,8974,0,0,4,1
10,4,1,39,4,11,15,7,34,19483,0,0,2,0
8,4,0,39,4,15,1,1,45,361,0,0,4,1
29,4,0,39,7,15,1,4,34,18177,0,0,4,1
20,4,1,39,4,11,15,4,34,5422,0,0,2,0
25,4,1,39,4,8,2,12,30,15237,0,0,2,0
20,4,1,39,4,11,15,3,39,15158,0,0,2,0
27,2,1,39,4,8,2,4,34,11086,0,0,2,0
31,4,0,39,4,11,15,1,30,9186,0,0,0,1
14,4,1,39,4,1,13,3,34,15483,0,0,4,1
10,4,1,39,2,15,1,11,56,19151,0,0,2,0
46,1,1,40,4,11,15,1,34,2814,32,0,2,0
36,2,0,39,4,15,1,1,34,14737,0,0,4,4
13,4,1,39,4,15,1,7,34,4014,0,0,2,0
28,4,1,39,5,9,4,4,31,16269,0,0,2,0
8,4,1,13,4,5,10,12,39,18803,0,0,4,2
23,4,1,39,4,15,1,3,45,8050,0,0,2,0
16,4,1,39,4,15,1,12,34,16462,0,0,4,1
23,4,1,39,6,14,6,10,50,11808,0,0,2,0
46,1,1,3,6,9,4,10,25,16637,0,42,2,0
11,4,1,39,6,9,4,13,39,9378,0,0,4,1
18,4,0,39,4,5,10,13,34,8301,0,0,0,4
47,4,1,39,2,11,15,3,34,9188,63,0,2,0
36,4,1,39,4,11,15,3,34,7300,0,0,2,0
13,4,0,39,4,11,15,1,39,9905,0,0,4,1
18,2,0,39,4,11,15,7,28,889,0,0,2,5
10,4,1,39,6,15,1,5,45,9560,0,0,2,0
20,4,1,39,2,9,4,10,34,10461,0,38,2,0
48,4,1,26,0,1,13,0,34,10711,0,0,2,0
27,2,1,39,4,9,4,10,34,11886,0,0,0,4
35,4,0,39,4,11,15,12,29,5810,0,0,4,1
29,2,0,39,4,11,15,7,34,11863,0,0,5,3
15,3,1,39,4,11,15,3,34,17456,0,0,2,0
3,4,0,39,4,15,1,12,23,10040,0,0,4,3
37,4,1,39,4,9,4,14,34,8568,0,0,2,0
5,4,1,39,1,11,15,1,34,10298,0,0,4,2
24,4,0,39,2,12,5,10,50,9666,0,0,0,4
2,4,0,39,4,11,15,8,12,7653,66,0,4,3
16,4,1,39,4,11,15,14,56,20539,0,0,2,0
10,4,0,6,4,11,15,7,34,2825,0,0,2,5
19,2,0,39,2,9,4,1,34,14192,0,0,4,1
10,4,1,39,4,9,4,13,34,9752,0,0,4,3
6,4,0,39,4,11,15,6,34,3801,0,0,5,2
9,4,1,39,4,11,15,3,34,18898,0,0,2,0
33,2,0,39,4,8,2,8,34,1801,0,0,2,5
12,3,0,39,4,9,4,10,34,6978,0,15,4,1
4,4,0,39,4,15,1,1,34,10980,0,0,4,1
23,4,1,39,4,0,12,14,34,9285,0,0,0,3
28,4,0,39,7,9,4,11,34,13542,0,0,0,1
41,2,0,16,7,11,15,8,34,2909,0,0,3,4
50,4,1,39,6,15,1,5,38,10996,0,0,2,0
25,4,1,39,6,15,1,3,39,8742,0,0,2,0
4,4,0,39,4,15,1,1,23,19870,0,0,4,1
24,4,0,39,4,9,4,12,23,5898,0,0,5,4
20,4,1,24,1,15,1,8,34,18000,0,0,4,3
1,4,1,39,4,11,15,6,12,12993,0,0,4,3
36,2,0,39,4,11,15,7,34,5283,0,0,6,1
10,4,1,39,4,15,1,1,12,11468,0,0,4,3
6,4,1,39,4,11,15,12,34,16636,0,0,4,1
15,4,1,39,4,8,2,3,40,9864,0,0,0,3
35,4,0,39,4,11,15,12,34,20451,0,32,6,4
12,4,0,39,4,11,15,12,34,2183,0,0,2,5
5,4,0,39,4,11,15,13,34,19833,0,0,4,1
10,4,0,39,4,10,7,1,34,10643,0,0,4,3
30,4,1,39,6,15,1,10,12,15336,0,0,2,0
24,4,0,39,4,11,15,13,34,18469,0,0,0,4
13,4,1,39,4,15,1,12,34,1824,0,0,0,3
2,2,1,39,4,11,15,8,23,13259,0,0,4,3
14,4,1,39,4,9,4,10,34,8624,0,0,2,0
25,4,1,39,4,9,4,4,34,5385,0,0,2,0
4,4,0,39,4,15,1,4,23,6250,0,0,4,3
35,4,1,39,4,12,5,10,45,21627,18,0,0,4
3,4,1,0,4,15,1,12,23,8607,0,0,4,3
28,4,1,39,4,15,1,4,45,3040,0,37,0,1
24,4,1,39,4,12,5,10,34,6013,0,0,2,0
3,4,1,39,4,15,1,8,17,9819,0,0,4,3
17,4,1,39,4,11,15,6,34,10131,0,0,4,3
12,4,0,39,4,1,13,7,34,12293,0,0,0,4
25,4,1,39,5,10,7,10,56,13775,0,42,2,0
31,4,1,39,4,11,15,13,83,17620,0,0,2,0
12,4,0,39,4,8,2,1,34,5129,0,0,4,1
30,4,1,39,4,11,15,14,45,1639,0,0,2,0
16,4,1,39,2,11,15,3,34,10857,0,0,2,0
5,4,0,39,4,7,3,1,34,19770,0,0,4,1
7,4,1,39,4,15,1,3,34,15878,0,0,4,3
8,4,1,39,0,7,3,0,4,10587,0,0,2,0
4,4,1,39,4,11,15,7,25,21579,0,0,4,3
20,4,1,39,4,9,4,13,34,6181,0,0,2,0
4,4,1,39,4,5,10,5,34,16510,0,0,4,4
3,4,0,39,4,15,1,1,12,16999,0,0,4,3
11,4,0,39,4,9,4,10,39,10896,0,0,2,5
52,4,1,39,6,11,15,13,23,2343,0,0,2,0
19,4,1,39,7,9,4,10,38,1038,0,37,0,1
8,4,1,39,6,6,11,3,6,653,0,0,4,1
8,4,1,39,4,7,3,12,42,11612,0,0,4,1
3,4,1,39,4,15,1,1,17,18261,0,0,4,1
37,4,0,39,6,8,2,13,1,20647,0,0,2,2
15,4,1,26,4,4,9,8,34,12148,0,0,2,0
17,4,1,39,4,8,2,8,34,1614,0,0,2,0
32,4,0,39,4,15,1,3,34,12921,0,0,0,1
22,0,1,39,2,11,15,11,42,1406,86,0,4,3
19,4,1,39,4,11,15,12,56,14119,0,0,4,4
2,4,0,39,4,15,1,1,31,4382,0,0,4,3
6,4,1,39,4,11,15,6,38,8909,0,0,0,3
18,2,0,39,4,11,15,7,42,5644,0,0,4,4
7,4,0,39,6,15,1,8,70,20586,0,0,4,1
7,4,1,39,4,9,4,10,39,22,0,0,2,0
39,4,1,39,4,11,15,7,34,15465,0,0,2,0
5,4,0,39,4,11,15,1,56,16054,0,0,4,1
21,4,1,39,4,15,1,7,50,148,0,62,5,1
27,4,1,0,5,11,15,14,56,8347,0,0,2,0
19,4,1,39,6,11,15,3,41,1923,0,0,2,0
11,4,0,39,4,9,4,10,28,607,0,0,4,1
47,4,1,39,0,13,0,0,34,3144,0,0,2,0
3,2,0,39,4,15,1,1,6,15434,0,0,4,3
37,4,1,39,4,9,4,8,34,21225,0,0,2,0
7,4,0,39,4,9,4,10,74,9801,0,0,4,1
7,4,1,39,4,9,4,4,34,1523,0,0,4,3
51,4,1,39,0,1,13,0,23,18846,0,0,2,0
5,4,1,39,0,8,2,0,34,6643,0,0,4,3
22,4,1,0,4,11,15,6,34,18870,0,0,6,4
3,4,0,39,7,15,1,1,1,16246,0,0,4,3
3,4,0,39,0,15,1,0,28,9078,0,0,4,3
22,4,0,39,4,14,6,10,56,20805,110,0,2,5
25,2,1,39,1,11,15,1,34,14129,0,0,0,1
7,0,1,26,4,15,1,3,34,12934,0,0,4,4
35,4,0,39,4,7,3,10,25,6016,0,0,0,4
9,4,1,39,4,15,1,12,56,750,0,0,2,0
10,4,0,39,4,11,15,12,34,7614,0,0,0,3
1,4,1,39,4,0,12,7,23,20160,0,0,4,3
15,4,1,39,4,11,15,3,34,4172,0,0,0,1
25,4,1,39,4,11,15,4,28,2911,0,0,2,0
3,4,1,39,0,15,1,0,17,15113,0,0,4,3
21,2,1,39,4,11,15,3,34,9339,0,0,0,1
32,4,1,39,2,15,1,11,34,13738,0,0,2,0
20,2,1,39,7,7,3,11,31,16773,0,0,0,1
17,4,1,39,6,15,1,3,50,14462,0,0,2,0
10,4,1,39,4,15,1,4,56,18208,0,0,2,0
27,4,1,39,6,14,6,10,66,8614,0,0,2,0
23,4,0,39,4,15,1,12,34,10629,0,0,2,5
23,4,0,39,4,8,2,3,34,18259,0,0,0,4
21,2,1,39,4,0,12,3,39,6032,0,0,2,0
4,4,0,39,4,15,1,12,12,20013,0,0,4,3
43,2,1,39,6,11,15,4,34,19179,0,0,2,0
18,4,1,39,4,11,15,6,17,1218,0,0,0,1
16,2,1,39,7,12,5,11,34,16853,0,0,2,0
16,4,0,39,4,11,15,1,45,2650,0,0,4,1
28,2,0,39,4,5,10,7,28,1075,0,0,0,1
36,4,1,0,7,10,7,10,34,367,0,0,2,0
14,1,1,39,7,15,1,8,34,16874,0,0,4,1
3,1,0,0,4,15,1,7,34,14172,0,0,4,1
41,4,1,39,4,11,15,7,34,6099,0,0,2,0
9,4,1,39,4,9,4,10,42,4286,0,0,4,1
11,4,0,39,0,15,1,0,34,8243,0,0,4,2
3,4,1,39,4,5,10,7,34,1110,0,0,4,2
21,1,1,36,7,10,7,10,34,8914,0,0,2,0
29,4,0,13,4,3,8,7,34,15690,0,0,5,3
7,4,0,39,4,11,15,12,23,7998,0,0,0,4
50,4,1,39,5,12,5,12,42,15877,0,0,2,0
6,4,1,39,4,15,1,1,12,14280,0,0,4,1
9,4,0,26,4,11,15,9,6,14918,0,17,4,2
18,4,1,39,4,15,1,4,53,11040,0,0,2,0
30,4,1,39,6,14,6,10,45,10126,0,42,2,0
43,4,1,39,2,1,13,14,12,11427,0,0,2,0
8,4,0,39,4,9,4,10,45,17159,0,0,4,1
22,4,1,26,7,9,4,11,34,16393,0,0,0,1
15,4,1,39,4,0,12,3,34,21052,0,0,2,0
25,4,1,39,4,9,4,10,34,5244,0,0,0,1
8,4,1,39,4,15,1,14,28,14694,0,0,2,0
19,4,0,39,6,15,1,8,45,2817,0,0,2,5
32,4,1,39,1,15,1,13,34,861,0,0,2,0
2,4,1,13,4,5,10,14,17,393,0,0,4,4
11,4,1,39,6,1,13,12,34,12697,0,0,4,3
11,4,1,39,4,15,1,1,34,1705,0,0,4,3
39,4,0,39,4,0,12,8,25,6608,0,0,5,4
17,4,0,39,4,15,1,4,34,6886,0,38,2,5
24,4,0,39,4,2,14,8,1,20636,0,0,2,5
4,4,1,39,4,11,15,3,28,14447,0,0,4,1
20,4,1,39,4,15,1,3,45,10140,0,0,2,0
0,4,1,39,4,1,13,6,3,21339,0,0,4,3
27,2,1,39,2,7,3,13,34,12648,0,0,0,1
9,4,1,39,4,15,1,11,34,13754,0,0,2,0
20,4,1,39,5,15,1,14,50,21608,0,0,2,0
43,4,1,39,4,7,3,1,16,8163,0,0,2,0
25,4,1,39,4,12,5,10,45,17496,0,0,2,0
1,4,1,39,0,15,1,0,56,8056,0,0,4,3
20,4,1,39,4,11,15,3,34,19268,15,0,0,1
19,4,1,39,2,15,1,11,50,10409,0,0,0,4
31,4,1,39,4,9,4,1,34,4420,0,0,0,1
8,4,0,39,7,15,1,8,6,8333,0,0,2,5
29,4,0,39,2,9,4,1,34,10727,118,0,0,1
26,4,1,39,4,11,15,3,34,13192,0,0,2,0
25,4,1,39,2,12,5,10,28,11780,0,0,2,0
12,4,0,32,4,9,4,1,34,1398,0,0,4,3
35,4,1,39,4,0,12,14,23,6819,0,0,2,0
29,2,1,39,4,15,1,7,34,4665,0,0,2,0
47,4,0,39,4,11,15,7,34,6063,0,0,0,1
32,1,0,30,4,11,15,8,74,3664,0,0,2,5
28,4,1,39,4,11,15,3,34,16530,0,0,4,1
10,4,1,39,1,11,15,8,34,12257,0,0,2,0
25,4,0,22,7,10,7,4,34,382,0,0,4,1
30,4,1,39,5,11,15,4,25,18839,55,0,2,0
10,4,0,39,4,11,15,7,34,12233,0,0,5,3
32,2,1,39,2,9,4,11,34,3834,19,0,2,0
11,4,1,39,4,15,1,4,34,2638,0,0,2,0
32,4,0,39,4,15,1,8,56,20651,0,0,4,1
16,4,0,39,4,14,6,10,45,97,0,0,4,1
24,4,1,39,4,15,1,3,40,11121,0,0,0,1
12,4,0,39,4,0,12,12,34,17929,0,0,5,4
28,4,1,39,4,9,4,10,34,9171,0,0,2,0
21,4,1,39,4,11,15,4,34,16209,0,0,2,2
34,2,0,39,4,11,15,12,31,4302,0,0,3,1
33,4,1,39,1,7,3,4,56,20061,0,0,2,0
14,4,0,39,4,11,15,12,34,7897,0,0,4,1
19,4,1,39,4,7,3,12,56,2441,0,0,2,0
2,4,0,39,4,15,1,12,12,11048,0,0,4,3
13,4,1,39,4,11,15,12,34,11343,0,0,2,0
25,1,1,19,7,14,6,10,67,181,0,0,2,0
23,4,1,39,6,11,15,3,34,19381,67,0,2,0
23,4,0,39,4,11,15,1,39,2800,0,0,4,1
18,4,1,39,7,11,15,13,34,21542,0,0,4,3
15,4,0,39,4,1,13,7,34,8888,0,0,2,5
31,4,1,0,4,9,4,1,39,5260,0,0,2,0
9,4,1,39,4,9,4,12,42,6447,0,0,4,1
1,4,1,39,4,1,13,6,3,11643,0,0,4,3
18,4,1,39,4,15,1,10,45,8077,0,0,2,0
